Tipo,ID,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13
Relacion,CALIFICO,1184,186,2015-01-04,4.2,Comentario 89,,,,,,,,
Relacion,CALIFICO,326,573,2017-04-19,5.7,Comentario 73,,,,,,,,
Relacion,CALIFICO,1245,567,2016-02-27,2.8,Comentario 99,,,,,,,,
Relacion,CALIFICO,565,550,2014-08-03,2.8,Comentario 107,,,,,,,,
Relacion,CALIFICO,1153,76,2011-06-27,2.9,Comentario 117,,,,,,,,
Relacion,CALIFICO,1488,41,2018-04-11,3.5,Comentario 150,,,,,,,,
Relacion,CALIFICO,1904,95,2018-06-08,8.5,Comentario 354,,,,,,,,
Relacion,CALIFICO,886,614,2016-03-19,8.0,Comentario 411,,,,,,,,
Relacion,CALIFICO,628,347,2016-06-18,6.1,Comentario 319,,,,,,,,
Relacion,CALIFICO,291,868,2019-01-18,4.2,Comentario 302,,,,,,,,
Relacion,CALIFICO,552,118,2015-01-03,7.3,Comentario 485,,,,,,,,
Relacion,CALIFICO,1409,46,2010-07-30,1.3,Comentario 323,,,,,,,,
Relacion,CALIFICO,480,719,2023-01-15,4.9,Comentario 261,,,,,,,,
Relacion,CALIFICO,738,717,2013-08-29,5.9,Comentario 433,,,,,,,,
Relacion,CALIFICO,1724,858,2019-03-23,9.3,Comentario 225,,,,,,,,
Relacion,CALIFICO,5,112,2015-07-13,5.2,Comentario 265,,,,,,,,
Relacion,CALIFICO,1298,463,2011-04-26,8.3,Comentario 312,,,,,,,,
Relacion,CALIFICO,915,796,2019-09-19,3.2,Comentario 189,,,,,,,,
Relacion,CALIFICO,1321,412,2021-06-29,7.4,Comentario 6,,,,,,,,
Relacion,CALIFICO,1057,648,2012-11-11,7.5,Comentario 210,,,,,,,,
Relacion,CALIFICO,551,201,2012-07-25,8.1,Comentario 302,,,,,,,,
Relacion,CALIFICO,1270,439,2011-06-09,2.6,Comentario 23,,,,,,,,
Relacion,CALIFICO,1479,474,2021-06-03,8.1,Comentario 403,,,,,,,,
Relacion,CALIFICO,1318,484,2015-01-19,9.8,Comentario 428,,,,,,,,
Relacion,CALIFICO,192,49,2018-07-21,7.3,Comentario 205,,,,,,,,
Relacion,CALIFICO,1955,116,2013-08-24,1.7,Comentario 176,,,,,,,,
Relacion,CALIFICO,1127,308,2022-07-05,7.9,Comentario 341,,,,,,,,
Relacion,CALIFICO,1059,357,2017-04-22,3.4,Comentario 417,,,,,,,,
Relacion,CALIFICO,390,711,2016-12-28,8.1,Comentario 109,,,,,,,,
Relacion,CALIFICO,431,83,2015-07-16,6.1,Comentario 497,,,,,,,,
Relacion,CALIFICO,861,893,2024-03-23,5.8,Comentario 15,,,,,,,,
Relacion,CALIFICO,1098,833,2023-11-13,7.1,Comentario 453,,,,,,,,
Relacion,CALIFICO,1332,400,2024-12-10,4.3,Comentario 133,,,,,,,,
Relacion,CALIFICO,41,45,2023-05-22,5.5,Comentario 379,,,,,,,,
Relacion,CALIFICO,1136,626,2024-11-26,2.5,Comentario 449,,,,,,,,
Relacion,CALIFICO,642,213,2010-03-21,6.8,Comentario 493,,,,,,,,
Relacion,CALIFICO,1200,156,2024-11-26,2.8,Comentario 272,,,,,,,,
Relacion,CALIFICO,27,508,2013-09-08,9.9,Comentario 11,,,,,,,,
Relacion,CALIFICO,1490,832,2011-11-09,2.6,Comentario 177,,,,,,,,
Relacion,CALIFICO,1764,902,2017-07-12,4.3,Comentario 253,,,,,,,,
Relacion,CALIFICO,536,818,2018-10-10,7.6,Comentario 83,,,,,,,,
Relacion,CALIFICO,826,259,2010-01-08,7.3,Comentario 122,,,,,,,,
Relacion,CALIFICO,1753,899,2023-06-16,4.5,Comentario 438,,,,,,,,
Relacion,CALIFICO,180,710,2016-10-14,9.4,Comentario 82,,,,,,,,
Relacion,CALIFICO,1097,275,2020-06-02,5.2,Comentario 398,,,,,,,,
Relacion,CALIFICO,411,651,2023-06-12,5.7,Comentario 24,,,,,,,,
Relacion,CALIFICO,1260,438,2022-11-24,1.6,Comentario 149,,,,,,,,
Relacion,CALIFICO,403,565,2012-03-29,6.9,Comentario 310,,,,,,,,
Relacion,CALIFICO,1878,220,2017-01-28,3.7,Comentario 320,,,,,,,,
Relacion,CALIFICO,374,287,2021-06-24,7.5,Comentario 214,,,,,,,,
Relacion,CALIFICO,1100,121,2021-04-29,3.8,Comentario 59,,,,,,,,
Relacion,CALIFICO,1862,486,2023-09-23,7.7,Comentario 495,,,,,,,,
Relacion,CALIFICO,998,730,2011-04-01,8.8,Comentario 482,,,,,,,,
Relacion,CALIFICO,1871,893,2016-06-23,3.9,Comentario 93,,,,,,,,
Relacion,CALIFICO,1233,389,2021-07-21,1.7,Comentario 257,,,,,,,,
Relacion,CALIFICO,314,385,2019-12-26,6.2,Comentario 478,,,,,,,,
Relacion,CALIFICO,79,569,2017-05-25,5.1,Comentario 39,,,,,,,,
Relacion,CALIFICO,1443,862,2021-07-17,8.9,Comentario 191,,,,,,,,
Relacion,CALIFICO,1026,695,2010-05-18,1.7,Comentario 51,,,,,,,,
Relacion,CALIFICO,1834,555,2019-10-10,2.8,Comentario 287,,,,,,,,
Relacion,CALIFICO,1884,106,2018-07-08,9.4,Comentario 358,,,,,,,,
Relacion,CALIFICO,833,365,2016-12-22,3.1,Comentario 496,,,,,,,,
Relacion,CALIFICO,1606,83,2014-12-12,5.5,Comentario 286,,,,,,,,
Relacion,CALIFICO,816,189,2022-11-11,3.0,Comentario 3,,,,,,,,
Relacion,CALIFICO,1869,47,2020-08-24,4.9,Comentario 343,,,,,,,,
Relacion,CALIFICO,1095,150,2019-10-22,8.2,Comentario 391,,,,,,,,
Relacion,CALIFICO,990,170,2012-02-16,1.9,Comentario 10,,,,,,,,
Relacion,CALIFICO,1478,100,2013-03-13,5.0,Comentario 365,,,,,,,,
Relacion,CALIFICO,194,601,2024-09-02,1.1,Comentario 443,,,,,,,,
Relacion,CALIFICO,1949,38,2018-10-04,2.9,Comentario 452,,,,,,,,
Relacion,CALIFICO,241,682,2023-12-04,2.4,Comentario 277,,,,,,,,
Relacion,CALIFICO,1341,617,2011-05-18,3.5,Comentario 448,,,,,,,,
Relacion,CALIFICO,633,298,2011-02-18,7.9,Comentario 478,,,,,,,,
Relacion,CALIFICO,1572,28,2018-12-07,8.9,Comentario 144,,,,,,,,
Relacion,CALIFICO,854,980,2012-10-04,6.1,Comentario 57,,,,,,,,
Relacion,CALIFICO,1027,204,2021-02-03,8.2,Comentario 337,,,,,,,,
Relacion,CALIFICO,923,494,2015-08-05,3.4,Comentario 160,,,,,,,,
Relacion,CALIFICO,166,694,2023-11-22,8.8,Comentario 209,,,,,,,,
Relacion,CALIFICO,1224,329,2023-04-19,2.5,Comentario 12,,,,,,,,
Relacion,CALIFICO,541,391,2015-11-05,6.1,Comentario 427,,,,,,,,
Relacion,CALIFICO,1987,193,2015-05-19,4.9,Comentario 397,,,,,,,,
Relacion,CALIFICO,1868,541,2010-06-21,2.9,Comentario 54,,,,,,,,
Relacion,CALIFICO,776,512,2015-01-10,8.1,Comentario 179,,,,,,,,
Relacion,CALIFICO,349,584,2018-08-09,3.3,Comentario 422,,,,,,,,
Relacion,CALIFICO,649,736,2011-10-09,3.5,Comentario 2,,,,,,,,
Relacion,CALIFICO,1826,528,2016-10-11,7.0,Comentario 82,,,,,,,,
Relacion,CALIFICO,1356,784,2021-09-06,8.2,Comentario 32,,,,,,,,
Relacion,CALIFICO,506,182,2013-09-16,2.1,Comentario 63,,,,,,,,
Relacion,CALIFICO,217,418,2024-06-07,2.7,Comentario 457,,,,,,,,
Relacion,CALIFICO,1434,360,2011-11-18,6.5,Comentario 267,,,,,,,,
Relacion,CALIFICO,437,910,2019-01-19,2.5,Comentario 21,,,,,,,,
Relacion,CALIFICO,1243,59,2022-09-21,7.6,Comentario 167,,,,,,,,
Relacion,CALIFICO,1105,658,2010-05-11,2.2,Comentario 27,,,,,,,,
Relacion,CALIFICO,950,304,2024-03-29,9.6,Comentario 43,,,,,,,,
Relacion,CALIFICO,361,565,2012-03-15,4.9,Comentario 288,,,,,,,,
Relacion,CALIFICO,1076,983,2011-06-09,1.6,Comentario 240,,,,,,,,
Relacion,CALIFICO,118,749,2017-04-18,8.5,Comentario 336,,,,,,,,
Relacion,CALIFICO,84,435,2012-03-02,7.7,Comentario 424,,,,,,,,
Relacion,CALIFICO,1407,879,2017-11-12,1.6,Comentario 295,,,,,,,,
Relacion,CALIFICO,354,509,2017-09-06,8.8,Comentario 86,,,,,,,,
Relacion,CALIFICO,341,341,2024-10-05,6.2,Comentario 468,,,,,,,,
Relacion,CALIFICO,1739,498,2021-04-15,8.9,Comentario 257,,,,,,,,
Relacion,CALIFICO,1815,337,2017-04-15,3.8,Comentario 59,,,,,,,,
Relacion,CALIFICO,1814,604,2022-03-04,2.5,Comentario 218,,,,,,,,
Relacion,CALIFICO,305,493,2010-12-23,3.7,Comentario 302,,,,,,,,
Relacion,CALIFICO,1072,32,2015-02-03,4.6,Comentario 120,,,,,,,,
Relacion,CALIFICO,188,833,2020-04-12,5.9,Comentario 75,,,,,,,,
Relacion,CALIFICO,1041,285,2013-08-15,1.2,Comentario 378,,,,,,,,
Relacion,CALIFICO,663,150,2014-12-27,8.1,Comentario 190,,,,,,,,
Relacion,CALIFICO,1117,434,2012-12-06,6.1,Comentario 389,,,,,,,,
Relacion,CALIFICO,1692,296,2014-06-16,2.8,Comentario 253,,,,,,,,
Relacion,CALIFICO,1727,780,2020-05-04,2.2,Comentario 471,,,,,,,,
Relacion,CALIFICO,1835,855,2016-12-31,8.3,Comentario 257,,,,,,,,
Relacion,CALIFICO,1105,903,2018-11-26,6.5,Comentario 333,,,,,,,,
Relacion,CALIFICO,1162,769,2021-12-16,9.5,Comentario 453,,,,,,,,
Relacion,CALIFICO,688,802,2018-04-18,9.4,Comentario 319,,,,,,,,
Relacion,CALIFICO,353,616,2010-07-12,9.4,Comentario 16,,,,,,,,
Relacion,CALIFICO,1006,724,2016-04-07,6.7,Comentario 40,,,,,,,,
Relacion,CALIFICO,1698,942,2013-01-23,7.3,Comentario 409,,,,,,,,
Relacion,CALIFICO,1293,438,2010-07-04,2.4,Comentario 450,,,,,,,,
Relacion,CALIFICO,1804,939,2014-01-21,5.8,Comentario 479,,,,,,,,
Relacion,CALIFICO,431,958,2018-12-24,1.7,Comentario 105,,,,,,,,
Relacion,CALIFICO,1937,817,2019-07-08,9.5,Comentario 209,,,,,,,,
Relacion,CALIFICO,1712,743,2017-05-24,5.4,Comentario 186,,,,,,,,
Relacion,CALIFICO,1811,713,2023-04-17,7.0,Comentario 8,,,,,,,,
Relacion,CALIFICO,208,978,2021-08-13,2.6,Comentario 324,,,,,,,,
Relacion,CALIFICO,1616,88,2013-09-20,4.7,Comentario 344,,,,,,,,
Relacion,CALIFICO,1516,69,2024-10-05,8.9,Comentario 177,,,,,,,,
Relacion,CALIFICO,11,331,2018-06-23,8.4,Comentario 445,,,,,,,,
Relacion,CALIFICO,1771,665,2018-03-17,3.2,Comentario 434,,,,,,,,
Relacion,CALIFICO,658,776,2015-02-18,1.1,Comentario 358,,,,,,,,
Relacion,CALIFICO,4,622,2015-12-26,6.3,Comentario 5,,,,,,,,
Relacion,CALIFICO,1143,396,2016-06-05,5.4,Comentario 169,,,,,,,,
Relacion,CALIFICO,1196,60,2021-12-05,3.8,Comentario 96,,,,,,,,
Relacion,CALIFICO,24,374,2017-03-22,8.4,Comentario 384,,,,,,,,
Relacion,CALIFICO,483,697,2020-05-30,7.3,Comentario 294,,,,,,,,
Relacion,CALIFICO,782,804,2011-04-15,4.4,Comentario 97,,,,,,,,
Relacion,CALIFICO,1896,859,2018-11-19,5.3,Comentario 40,,,,,,,,
Relacion,CALIFICO,1684,494,2022-01-14,2.1,Comentario 123,,,,,,,,
Relacion,CALIFICO,370,364,2022-04-18,7.4,Comentario 304,,,,,,,,
Relacion,CALIFICO,407,292,2013-03-26,9.2,Comentario 23,,,,,,,,
Relacion,CALIFICO,107,645,2010-05-08,4.0,Comentario 307,,,,,,,,
Relacion,CALIFICO,1899,524,2022-02-19,8.2,Comentario 51,,,,,,,,
Relacion,CALIFICO,1873,459,2017-05-11,8.7,Comentario 352,,,,,,,,
Relacion,CALIFICO,1728,397,2016-10-26,8.6,Comentario 369,,,,,,,,
Relacion,CALIFICO,1623,974,2019-02-17,8.6,Comentario 429,,,,,,,,
Relacion,CALIFICO,259,254,2018-09-08,6.2,Comentario 24,,,,,,,,
Relacion,CALIFICO,1966,888,2020-04-07,4.7,Comentario 286,,,,,,,,
Relacion,CALIFICO,881,188,2016-03-13,5.7,Comentario 234,,,,,,,,
Relacion,CALIFICO,1329,648,2014-12-30,8.4,Comentario 471,,,,,,,,
Relacion,CALIFICO,1021,700,2022-10-10,7.5,Comentario 171,,,,,,,,
Relacion,CALIFICO,1298,834,2013-04-06,6.9,Comentario 463,,,,,,,,
Relacion,CALIFICO,63,943,2022-12-21,9.1,Comentario 421,,,,,,,,
Relacion,CALIFICO,1829,671,2018-01-21,9.6,Comentario 83,,,,,,,,
Relacion,CALIFICO,706,848,2014-03-15,1.6,Comentario 316,,,,,,,,
Relacion,CALIFICO,1369,678,2022-09-06,8.1,Comentario 286,,,,,,,,
Relacion,CALIFICO,1413,771,2014-02-09,5.4,Comentario 143,,,,,,,,
Relacion,CALIFICO,1000,899,2013-08-19,7.4,Comentario 359,,,,,,,,
Relacion,CALIFICO,325,480,2014-12-13,4.4,Comentario 164,,,,,,,,
Relacion,CALIFICO,1244,861,2015-12-27,4.1,Comentario 329,,,,,,,,
Relacion,CALIFICO,1648,434,2024-02-01,9.6,Comentario 94,,,,,,,,
Relacion,CALIFICO,303,751,2021-02-14,9.2,Comentario 256,,,,,,,,
Relacion,CALIFICO,1608,974,2014-01-20,1.3,Comentario 338,,,,,,,,
Relacion,CALIFICO,1229,853,2022-02-01,3.4,Comentario 87,,,,,,,,
Relacion,CALIFICO,107,128,2012-01-21,1.1,Comentario 489,,,,,,,,
Relacion,CALIFICO,977,735,2017-01-24,8.5,Comentario 210,,,,,,,,
Relacion,CALIFICO,740,554,2020-05-31,3.4,Comentario 454,,,,,,,,
Relacion,CALIFICO,1762,535,2017-05-28,6.6,Comentario 369,,,,,,,,
Relacion,CALIFICO,1759,911,2011-12-31,4.4,Comentario 292,,,,,,,,
Relacion,CALIFICO,1871,648,2021-05-07,5.0,Comentario 217,,,,,,,,
Relacion,CALIFICO,701,444,2016-09-26,7.8,Comentario 302,,,,,,,,
Relacion,CALIFICO,1188,427,2015-05-01,4.0,Comentario 467,,,,,,,,
Relacion,CALIFICO,402,289,2012-12-31,8.4,Comentario 154,,,,,,,,
Relacion,CALIFICO,1644,78,2012-11-02,2.0,Comentario 207,,,,,,,,
Relacion,CALIFICO,1076,507,2012-09-27,9.2,Comentario 255,,,,,,,,
Relacion,CALIFICO,1252,722,2014-01-08,5.8,Comentario 51,,,,,,,,
Relacion,CALIFICO,1875,640,2019-03-23,2.1,Comentario 498,,,,,,,,
Relacion,CALIFICO,1935,455,2015-01-07,4.9,Comentario 493,,,,,,,,
Relacion,CALIFICO,1894,255,2022-10-15,9.0,Comentario 270,,,,,,,,
Relacion,CALIFICO,1122,771,2012-09-14,4.8,Comentario 28,,,,,,,,
Relacion,CALIFICO,120,540,2016-03-23,7.6,Comentario 409,,,,,,,,
Relacion,CALIFICO,612,38,2016-03-17,4.2,Comentario 194,,,,,,,,
Relacion,CALIFICO,765,970,2018-09-12,8.3,Comentario 159,,,,,,,,
Relacion,CALIFICO,488,417,2024-08-22,2.6,Comentario 154,,,,,,,,
Relacion,CALIFICO,737,208,2012-07-15,9.1,Comentario 337,,,,,,,,
Relacion,CALIFICO,414,601,2010-06-24,10.0,Comentario 462,,,,,,,,
Relacion,CALIFICO,450,342,2023-07-19,2.5,Comentario 437,,,,,,,,
Relacion,CALIFICO,356,130,2013-05-23,7.0,Comentario 238,,,,,,,,
Relacion,CALIFICO,371,949,2021-06-14,9.6,Comentario 173,,,,,,,,
Relacion,CALIFICO,311,372,2018-02-06,8.4,Comentario 383,,,,,,,,
Relacion,CALIFICO,1068,144,2021-04-24,10.0,Comentario 446,,,,,,,,
Relacion,CALIFICO,627,602,2011-10-21,8.1,Comentario 492,,,,,,,,
Relacion,CALIFICO,634,788,2021-12-10,7.8,Comentario 10,,,,,,,,
Relacion,CALIFICO,1012,783,2024-04-03,3.7,Comentario 497,,,,,,,,
Relacion,CALIFICO,609,585,2022-05-13,4.1,Comentario 120,,,,,,,,
Relacion,CALIFICO,1580,904,2017-11-27,6.6,Comentario 95,,,,,,,,
Relacion,CALIFICO,840,624,2024-11-01,7.9,Comentario 454,,,,,,,,
Relacion,CALIFICO,1098,787,2022-03-18,7.1,Comentario 107,,,,,,,,
Relacion,CALIFICO,92,689,2016-10-17,3.7,Comentario 231,,,,,,,,
Relacion,CALIFICO,1457,224,2024-05-01,5.9,Comentario 207,,,,,,,,
Relacion,CALIFICO,738,18,2016-06-07,3.9,Comentario 263,,,,,,,,
Relacion,CALIFICO,1200,606,2015-07-30,7.2,Comentario 270,,,,,,,,
Relacion,CALIFICO,986,815,2012-06-19,1.4,Comentario 92,,,,,,,,
Relacion,CALIFICO,615,208,2023-05-30,5.6,Comentario 117,,,,,,,,
Relacion,CALIFICO,1332,635,2011-12-15,5.0,Comentario 304,,,,,,,,
Relacion,CALIFICO,1384,628,2014-07-24,8.6,Comentario 285,,,,,,,,
Relacion,CALIFICO,342,480,2020-11-08,6.1,Comentario 351,,,,,,,,
Relacion,CALIFICO,1283,750,2010-08-02,9.0,Comentario 457,,,,,,,,
Relacion,CALIFICO,157,280,2011-02-21,1.6,Comentario 311,,,,,,,,
Relacion,CALIFICO,1032,703,2021-03-14,5.6,Comentario 67,,,,,,,,
Relacion,CALIFICO,1644,459,2020-06-14,3.2,Comentario 18,,,,,,,,
Relacion,CALIFICO,971,160,2011-07-11,3.1,Comentario 192,,,,,,,,
Relacion,CALIFICO,214,398,2018-07-11,6.7,Comentario 22,,,,,,,,
Relacion,CALIFICO,1696,846,2023-10-04,8.0,Comentario 474,,,,,,,,
Relacion,CALIFICO,1932,726,2010-12-20,2.9,Comentario 441,,,,,,,,
Relacion,CALIFICO,582,222,2012-10-04,7.2,Comentario 500,,,,,,,,
Relacion,CALIFICO,939,558,2011-08-30,1.0,Comentario 281,,,,,,,,
Relacion,CALIFICO,647,427,2014-03-05,7.6,Comentario 57,,,,,,,,
Relacion,CALIFICO,26,217,2023-02-18,3.3,Comentario 465,,,,,,,,
Relacion,CALIFICO,1593,398,2015-05-03,4.7,Comentario 301,,,,,,,,
Relacion,CALIFICO,1809,118,2022-11-18,6.8,Comentario 495,,,,,,,,
Relacion,CALIFICO,1737,208,2015-04-21,4.4,Comentario 50,,,,,,,,
Relacion,CALIFICO,540,371,2019-04-04,8.5,Comentario 375,,,,,,,,
Relacion,CALIFICO,1975,875,2019-05-17,5.8,Comentario 315,,,,,,,,
Relacion,CALIFICO,592,477,2022-05-03,6.4,Comentario 93,,,,,,,,
Relacion,CALIFICO,893,907,2021-09-25,8.3,Comentario 273,,,,,,,,
Relacion,CALIFICO,539,197,2021-08-14,3.0,Comentario 461,,,,,,,,
Relacion,CALIFICO,459,557,2011-08-24,6.8,Comentario 172,,,,,,,,
Relacion,CALIFICO,1705,692,2021-07-12,1.4,Comentario 71,,,,,,,,
Relacion,CALIFICO,747,104,2021-09-23,1.7,Comentario 450,,,,,,,,
Relacion,CALIFICO,1411,982,2022-01-18,1.7,Comentario 118,,,,,,,,
Relacion,CALIFICO,1299,640,2012-07-03,1.3,Comentario 467,,,,,,,,
Relacion,CALIFICO,43,441,2021-03-24,6.5,Comentario 2,,,,,,,,
Relacion,CALIFICO,379,580,2019-07-18,1.0,Comentario 117,,,,,,,,
Relacion,CALIFICO,1154,437,2021-05-26,7.6,Comentario 38,,,,,,,,
Relacion,CALIFICO,689,12,2013-10-02,7.0,Comentario 270,,,,,,,,
Relacion,CALIFICO,1070,403,2012-05-25,4.9,Comentario 272,,,,,,,,
Relacion,CALIFICO,891,167,2016-06-08,4.2,Comentario 389,,,,,,,,
Relacion,CALIFICO,1642,558,2015-01-07,7.3,Comentario 87,,,,,,,,
Relacion,CALIFICO,1148,582,2024-11-01,8.0,Comentario 224,,,,,,,,
Relacion,CALIFICO,1962,60,2011-08-24,1.1,Comentario 129,,,,,,,,
Relacion,CALIFICO,550,889,2023-08-09,3.9,Comentario 157,,,,,,,,
Relacion,CALIFICO,163,596,2011-04-24,4.2,Comentario 332,,,,,,,,
Relacion,CALIFICO,637,982,2016-01-04,7.7,Comentario 334,,,,,,,,
Relacion,CALIFICO,274,516,2012-09-01,6.5,Comentario 433,,,,,,,,
Relacion,CALIFICO,1342,138,2017-10-08,3.4,Comentario 490,,,,,,,,
Relacion,CALIFICO,1635,963,2023-03-30,8.8,Comentario 48,,,,,,,,
Relacion,CALIFICO,21,23,2022-01-17,6.7,Comentario 313,,,,,,,,
Relacion,CALIFICO,1638,430,2023-10-25,3.3,Comentario 398,,,,,,,,
Relacion,CALIFICO,989,965,2012-09-17,8.5,Comentario 370,,,,,,,,
Relacion,CALIFICO,449,899,2015-11-10,6.1,Comentario 420,,,,,,,,
Relacion,CALIFICO,544,616,2019-07-18,3.6,Comentario 96,,,,,,,,
Relacion,CALIFICO,205,335,2019-04-30,8.3,Comentario 495,,,,,,,,
Relacion,CALIFICO,331,475,2018-01-14,6.7,Comentario 214,,,,,,,,
Relacion,CALIFICO,612,624,2017-10-14,9.6,Comentario 210,,,,,,,,
Relacion,CALIFICO,1622,551,2011-07-17,9.8,Comentario 134,,,,,,,,
Relacion,CALIFICO,171,115,2023-10-30,5.3,Comentario 244,,,,,,,,
Relacion,CALIFICO,782,559,2014-10-23,7.4,Comentario 336,,,,,,,,
Relacion,CALIFICO,748,959,2011-12-07,6.9,Comentario 440,,,,,,,,
Relacion,CALIFICO,503,744,2015-03-08,2.4,Comentario 333,,,,,,,,
Relacion,CALIFICO,1979,194,2020-01-20,7.0,Comentario 223,,,,,,,,
Relacion,CALIFICO,38,122,2018-10-25,7.7,Comentario 92,,,,,,,,
Relacion,CALIFICO,215,384,2022-04-15,8.7,Comentario 296,,,,,,,,
Relacion,CALIFICO,1584,591,2017-06-27,7.5,Comentario 481,,,,,,,,
Relacion,CALIFICO,898,518,2017-08-22,2.4,Comentario 253,,,,,,,,
Relacion,CALIFICO,1343,898,2012-07-01,3.5,Comentario 429,,,,,,,,
Relacion,CALIFICO,629,614,2014-08-15,7.4,Comentario 330,,,,,,,,
Relacion,CALIFICO,154,954,2010-05-27,9.2,Comentario 386,,,,,,,,
Relacion,CALIFICO,9,235,2023-01-12,9.9,Comentario 96,,,,,,,,
Relacion,CALIFICO,490,673,2011-03-26,7.0,Comentario 121,,,,,,,,
Relacion,CALIFICO,455,523,2021-04-30,4.9,Comentario 154,,,,,,,,
Relacion,CALIFICO,1397,735,2017-07-18,7.6,Comentario 393,,,,,,,,
Relacion,CALIFICO,832,897,2019-12-09,9.5,Comentario 214,,,,,,,,
Relacion,CALIFICO,1151,461,2015-08-08,9.1,Comentario 259,,,,,,,,
Relacion,CALIFICO,1644,429,2022-01-12,1.5,Comentario 261,,,,,,,,
Relacion,CALIFICO,669,954,2018-02-14,9.1,Comentario 492,,,,,,,,
Relacion,CALIFICO,839,564,2020-01-21,6.4,Comentario 439,,,,,,,,
Relacion,CALIFICO,1585,792,2012-07-27,6.7,Comentario 187,,,,,,,,
Relacion,CALIFICO,1959,934,2020-11-20,1.4,Comentario 43,,,,,,,,
Relacion,CALIFICO,709,396,2017-07-08,5.3,Comentario 93,,,,,,,,
Relacion,CALIFICO,1360,226,2021-10-03,2.9,Comentario 150,,,,,,,,
Relacion,CALIFICO,1859,883,2023-08-13,7.9,Comentario 124,,,,,,,,
Relacion,CALIFICO,360,232,2023-10-05,7.6,Comentario 12,,,,,,,,
Relacion,CALIFICO,790,622,2017-03-06,9.3,Comentario 498,,,,,,,,
Relacion,CALIFICO,321,472,2010-08-07,2.7,Comentario 3,,,,,,,,
Relacion,CALIFICO,1680,439,2023-04-13,4.8,Comentario 194,,,,,,,,
Relacion,CALIFICO,1395,756,2022-05-31,8.6,Comentario 109,,,,,,,,
Relacion,CALIFICO,316,160,2010-04-12,4.6,Comentario 16,,,,,,,,
Relacion,CALIFICO,588,190,2010-03-21,8.9,Comentario 332,,,,,,,,
Relacion,CALIFICO,1786,922,2021-02-05,2.5,Comentario 24,,,,,,,,
Relacion,CALIFICO,1533,742,2011-09-25,2.7,Comentario 337,,,,,,,,
Relacion,CALIFICO,115,939,2011-09-07,3.9,Comentario 156,,,,,,,,
Relacion,CALIFICO,1960,495,2013-04-17,4.0,Comentario 266,,,,,,,,
Relacion,CALIFICO,175,307,2023-08-17,4.6,Comentario 153,,,,,,,,
Relacion,CALIFICO,1332,577,2010-01-25,6.8,Comentario 333,,,,,,,,
Relacion,CALIFICO,585,402,2012-10-09,9.1,Comentario 253,,,,,,,,
Relacion,CALIFICO,38,361,2013-03-03,8.8,Comentario 456,,,,,,,,
Relacion,CALIFICO,166,904,2018-06-20,1.2,Comentario 45,,,,,,,,
Relacion,CALIFICO,197,434,2023-08-19,1.6,Comentario 240,,,,,,,,
Relacion,CALIFICO,1546,494,2020-06-29,8.1,Comentario 405,,,,,,,,
Relacion,CALIFICO,43,309,2012-06-14,7.6,Comentario 478,,,,,,,,
Relacion,CALIFICO,614,778,2017-10-08,4.3,Comentario 254,,,,,,,,
Relacion,CALIFICO,1109,201,2010-07-23,5.4,Comentario 102,,,,,,,,
Relacion,CALIFICO,1300,149,2011-01-10,3.7,Comentario 346,,,,,,,,
Relacion,CALIFICO,1779,691,2010-02-20,9.3,Comentario 163,,,,,,,,
Relacion,CALIFICO,226,496,2011-07-21,9.8,Comentario 26,,,,,,,,
Relacion,CALIFICO,231,142,2019-06-28,7.5,Comentario 103,,,,,,,,
Relacion,CALIFICO,1005,283,2021-01-09,6.6,Comentario 68,,,,,,,,
Relacion,CALIFICO,17,336,2021-05-19,7.5,Comentario 125,,,,,,,,
Relacion,CALIFICO,1680,697,2022-01-21,8.9,Comentario 161,,,,,,,,
Relacion,CALIFICO,1873,569,2011-09-12,1.7,Comentario 300,,,,,,,,
Relacion,CALIFICO,1441,474,2010-12-28,2.3,Comentario 352,,,,,,,,
Relacion,CALIFICO,568,890,2024-04-03,8.7,Comentario 389,,,,,,,,
Relacion,CALIFICO,1678,658,2015-02-19,6.1,Comentario 464,,,,,,,,
Relacion,CALIFICO,1986,321,2022-10-26,8.8,Comentario 261,,,,,,,,
Relacion,CALIFICO,1206,879,2023-06-17,6.1,Comentario 268,,,,,,,,
Relacion,CALIFICO,153,655,2017-01-19,2.4,Comentario 141,,,,,,,,
Relacion,CALIFICO,131,658,2019-06-25,7.6,Comentario 334,,,,,,,,
Relacion,CALIFICO,344,249,2018-03-09,5.7,Comentario 159,,,,,,,,
Relacion,CALIFICO,132,997,2010-07-29,2.8,Comentario 284,,,,,,,,
Relacion,CALIFICO,562,674,2013-05-09,1.4,Comentario 86,,,,,,,,
Relacion,CALIFICO,1834,335,2010-02-24,4.4,Comentario 237,,,,,,,,
Relacion,CALIFICO,790,343,2015-08-07,9.0,Comentario 191,,,,,,,,
Relacion,CALIFICO,1712,242,2024-03-26,6.1,Comentario 500,,,,,,,,
Relacion,CALIFICO,1222,84,2017-08-20,9.0,Comentario 294,,,,,,,,
Relacion,CALIFICO,698,955,2023-08-08,2.7,Comentario 77,,,,,,,,
Relacion,CALIFICO,1952,386,2019-04-09,5.2,Comentario 118,,,,,,,,
